тұтынушылардың қоғамдық бірлестіктері :	the public association of consumers will , including :	0,82
осы және басқа да шаралар заңнамаға , соның ішінде экологиялық кодекске өзгерістер енгізуді талап етеді .	these and other measures will require the updating of legislation , including the environmental code .	0,82
сондай-ақ , атап өтерлігі , әлемдік тауар нарығындағы қолайлы конъюнктура жағдайында сыртқы сауда айналымы тұрақты өсу трендін сақтауда .	it is also worth noting that in the conditions of the external favorable conjuncture in the global commodity markets , foreign trade turnover maintains the trend of steady growth .	0,82
орыс тілді мектептер үшін қазақ тілін оқытудың жаңа әдістемесі әзірленіп , енгізілуде .	a new methodology for studying the kazakh language at russian-language schools has been developed and is being implemented .	0,82
" тауарлар нарығының тиімділігі " факторы бойынша дсұ-дағы ресейлік және қазақстандық міндеттемелерге сәйкес жыл сайын бірқатар белгілі бір тауарлар үшін импорттық кедендік бажды азайту рәсімі жүргізіледі .	according to the factor " productivity of goods market , " in accordance with russian and kazakhstan obligations to the wto , a procedure for reducing import customs duties for a certain number of goods is carried out annually .	0,82
олардың қортындысы бойынша , барлық ұсыныстар мен шағымдарды жүйелендіру және қажет болған жағдайда , табиғи монополиялар субъектілеріне жоспардан тыс тексерулер жүргізу қамтамасыз етіледі .	according to the results , systematize all proposals and complaints and , if necessary , provide an unscheduled check of the subjects of natural monopolies .	0,82
ерекше тәртіп бойынша тексеру жүргізу мерзімі 30 жұмыс күнінен 15-ке , жоспардан тыс тексеру 30 жұмыс күнінен 10-ға қысқарды .	the terms of inspections under the special order have been shortened from 30 to 15 working days , unscheduled inspections - from 30 to 10 working days .	0,82
ең төмен тығыздық алматы облысына келеді , 10,2 заңды тұлға , астанада - 59,9 .	the smallest density is in the almaty region - 10.2 legal entities , in the capital - 59.9 .	0,82
2018 жылғы маусымда бір қызметкердің орташа айлық атаулы жалақысы бағалау бойынша 163604 теңгені құрады .	average monthly nominal wages accrued to employees ( estimated ) in june 2018 was 163604tenge .	0,82
ауылдық округ әкімінің аппараты жергілікті қоғамдастықтың жиналысында міндетті түрде талқыланатын және келісілетін бюджеттің жобасын әзірлейді .	the apparatus of the akim of the rural district is developing a draft budget , which is necessarily discussed , and is agreed with the local community meeting .	0,82
сауалнаманың қорытындысы ұжымда қолайлы моральды-психологиялық ахуалды және ұжымда іскерлік және тілектестік өзара қарым-қатынасты көрсетті .	the results of the questionnaire showed a favorable moral and psychological climate in the team , the establishment in the team of business and benevolent relationships .	0,82
бұл ретте мұнай өндіру 3,2 % -ке азайған .	at the same time , oil production decreased by 3.2 % .	0,82
дсұ-ға қосылу жөніндегі жетінші дөңгелек үстелді қазақстан үкіметі дсұ хатшылығымен бірігіп ұйымдастырды .	the round table on accession to the world trade organization was organized by the government of the republic of kazakhstan jointly with the wto secretariat .	0,82
бұл келісім ирандық нарық бағытына қол жеткізу талабын жақсартады .	this agreement improves access to the iranian market .	0,82
осылайша , вице-министрдің айтуынша бүгінгі таңда отандық тауар өндірушілерін қолдау үшін елдің біріңғай нарығын нығайту қажет , және бұнда ұлттық нарықты қорғау құралы ретінде өңіраралық және салааралық кооперация мәселесі өзекті болып отыр .	thus , according to the vice-minister , today it is necessary to strengthen the single market of the country to support domestic producers , where the issue of inter-regional and inter-sectoral cooperation is acute as a tool to protect the national market .	0,82
білім беру қызметінің сапасын арттырудың ажырамас бөлігі студенттерді орналастыру үшін сапалы инфрақұрылым қалыптастыру болып табылады .	an integral part of improving the quality of educational services is the creation of a quality infrastructure for the placement of students .	0,82
ақш сауда өкілдігінің орынбасары д . геришпен кездесу барысындағы маңызды мәселенің бірі қазақстанның ақш бас преференция жүйесіне қатысуы болды .	during the meeting with the deputy us trade representative d. gerish , one of the key issues was the issue of kazakhstan 's participation in the general us preferential system .	0,82
қазақстанның 2025 жылға дейінгі стратегиялық даму жоспарының аясындағы елдегі жоспарлардың қатарында халықтың жан басына шаққандағы жіө өсімін 46,1 мың ақш долл. дейін , еңбек өнімділігін жылына орташа есеппен 4,7 % -ға жеткізу міндеті тұр .	the plans of the country include within the frame of the strategic development plan of kazakhstan increasing till y2025 gdp per capita up to 46,1 thous . usd and labor productivity to 4,7 % in average per year .	0,82
бағаны тіркеу меншіктің түрлі нысандарындағы сауда және қызмет көрсету саласы кәсіпорындарының іріктеме жүйесі бойынша барлық облыс орталықтарында , астанада және қалалар мен аудан орталықтарының белгіленген шеңбері бойынша жүргізіледі .	registration of prices is performed as per the chain of trade and services of the various forms of ownership within all oblasts , in the capital and within certain range of cities and regional centers .	0,82
тиімділігі аз және мемлекет үшін шығыны көп диспансерлік ем қолданудан негізгі созылмалы ауруларға алыстан диагностика жасап , сондай-ақ осы саланы амбулаторлық емдеу арқылы басқаруға көшу қажет .	it is necessary to transition from an ineffective and costly for the state medical examination to managing major chronic diseases with the application of remote diagnostics , as well as outpatient treatment .	0,83
шолу қазақстан республикасы мен эыдұ ынтымақтастығы елдік бағдарламасының ірі жобасының бірі болып табылады .	the review is one of the major projects of the country program of cooperation between the government of the republic of kazakhstan and the oecd .	0,83
үшіншіден , оңалту және банкроттық рәсімдерін қолдану шарты жүйелі түрде оңтайландырылады ( борышкердің қарыздық шегін жою жолымен рәсімдерді ашу кезінде , сондай-ақ борышкердің қаржылық жағдайын анықтауды жеңілдету кезінде ) ;	thirdly , the conditions for the application of rehabilitation and bankruptcy procedures are systematically optimized ( by eliminating the debt threshold for the debtor when opening procedures , as well as simplifying the determination of the debtor 's financial position ) ;	0,83
министр табиғи монополияларды реттеу , бәсекелестікті және тұтынушылардың құқықтарын қорғау комитетіне нақты мерзім ішінде , оның ішінде заңнама нормаларын түзетуді көздейтін жедел іс-қимыл жоспарын әзірлеуді тапсырды .	the minister instructed the committee on the regulation of natural monopolies , protection of competition and consumer rights to develop an operational plan of action with specific deadlines , including the amendment of legislation .	0,83
оның нәтижелері мұнай бағасы күрт төмендеген 2014-2015 жылдардағы дағдарыста негізгі тұрақтандырушы факторлардың бірі болды .	its results became one of the main stabilizing factors in the crisis years of 2014-2015 , when oil prices fell sharply .	0,83
панельдік сессияның модераторы ретінде " талап " қолданбалы зертеулер орталығының директоры р.ошақбаев сөз сөйледі .	the moderator of the panel session was the director of the center for applied research " talap " rs oshakbaev .	0,83
вице-министр қатысушылар тарапынан өзара ынтымақтастықтың барлық бағыты бойынша бірлескен жұмысты жандандыру бойынша айтылған ұсыныстардың маңыздылығын атап көсретіп , бұұдб-на қазақстанда реформа жүргізуге білім мен инновация беру жолымен қолдау көрсеткені үшін алғыс білдірді .	the vice-minister emphasized the importance of the proposals made by the participants of the meeting to enhance joint work in all areas of mutual cooperation and expressed gratitude to undp for support in carrying out reforms in kazakhstan through the transfer of knowledge and innovation .	0,83
" бір терезе " қағидаты бойынша бизнеске мемлекеттік қолдау көрсету үдерістерін цифрландырудықамтамасыз ету қажет .	it is necessary to ensure the digitalisation of public services for businesses , and their rendering on a " one-stop-shop " principle .	0,83
қоғамдық тәртіпті сақтау және қауіпсіздікті қамтамасыз ету саласында көшелерде және адам көп жиналатын қоғамдық орындарда бейнебақылау жүргізетін , азаматтарды анықтайтын және жол қозғалысын қадағалайтын интеллектуалды жүйелерді белсенді түрде енгізу керек .	in the field of protection of public order and security , it is necessary to actively implement intelligent video surveillance and recognition systems on the streets and in places of mass gatherings , as well as providing control over traffic .	0,83
әрбір бөлім дербестендірілген .	the structure of the tax code will change .	0,83
бесіншіден , жұмыс істемейтін кәсіпорындарды жою рәсімдерін оңайлатады ( шағын бизнес субъектілерінің ұзақ уақыт жұмыс істемеуі және аз ғана айналыммен жұмыс істеуі кезінде банкроттық рәсімді қозғамау , анықталған шарттарды белгілеу ұсынылады ) .	fifth , the procedures for liquidation of inactive enterprises will be simplified ( without initiating bankruptcy proceedings with long-term inaction and insignificant turnovers of small businesses , it is proposed to establish certain conditions ) .	0,83
айталық , қоғамдық қабылдаулар ақмола облысының көкшетау қаласында , атырау облысының атырау қаласында , шығыс қазақстан облысының семей қаласында , қарағанды облысының қарағанды қаласында , түркістан облысының кентау қаласында " нұр отан " партиясы , " атамекен " ұкп , жергілікті атқарушы органдар , үкіметтік емес ұйымдар , тұтынушылардың құқықтарын қорғау жөніндегі қоғамдық бірлестіктер өкілдерінің , сондай-ақ табиғи монополиялар субъектілері және бұқаралық ақпарат құралдары өкілдерінің қатысуымен өтті .	so , public receptions were held in kokshetau , akmola region , atyrau city , atyrau region , semey city of east kazakhstan region , karaganda city , karaganda region , kentau city of turkestan region with the participation of representatives of the nur otan party , atameken , local executive bodies , non-governmental organizations , public associations for the protection of consumer rights , as well as representatives of subjects of natural monopolies and the media .	0,83
мемлекет қарапайым азаматтардың мүдделерін қорғауға одан әрі кепілдік береді .	the state will continue to guarantee the interests of ordinary citizens are observed .	0,83
өзге де жұмыстар мен шығындар	other work and expenses	0,83
еңбекке қабілетсіз азаматтарға мемлекеттік қолдау көрсету шаралары күшейтіледі .	state support measures for disabled citizens will be strengthened .	0,83
эыдұ шеңберінде елдер түрлі саладағы өз саясаттарын салыстыратын , тәжірибе бөлісетін , жаңа қатерлерді еңсерудің оң тәжірибесін анықтайтын және азаматтардың жақсы өмір сүруін қамтамасыз етуге бағытталған шешімдер мен ұсынымдарды қабылдайтын форум .	the oecd is a forum in which countries compare the effectiveness of their policies in different areas , share experiences , define good practice in the light of new challenges , and encourage decision-making and recommendations aimed at ensuring a better life for citizens .	0,83
осы мақсаттар үшін интеллектуалды көлік жүйесін енгізу қажет .	to achieve this , it is necessary to introduce an intelligent transport system .	0,83
жұмыспен қамтылған халықтың арасында кәсіби оқудан 493,1 мың адам ( 5,6 % ) өткен , олардан 493,1 мың адам ( 82,3 % ) үшін оқу жұмыс берушінің , басқа ұйымдардың қаражаты есебінен төленген .	the hidden unemployment rate for the iv quarter of 2018 was 0.3 % ( 25.1 thousand people ) of the labour force .	0,83
шаралар жоспарында жер қатынастары саласындағы рәсімдерді оңайлату , білікті жеткізушілердің тізілімін құру , едб несие беру үдерістерін оңтайландыру және мерзімін қысқарту , кәсіпкерлерді оқыту және құзыретін арттыру бағдарламаларымен қамтуды ұлғайту , отандық тауар өндірушілердің ұлттық компаниялармен және жүйе құрушы кәсіпорындармен ұзақмерзімді шарт жасасуына жәрдемдесу тәрізді және тағы да басқа жүйелі іс-шаралар қарастырылған .	the plan of measures provides for such systemic measures as simplification of procedures in the sphere of land relations , the formation of a register of qualified suppliers , optimization of processes and shortening of the terms for issuing loans to stbs , increasing the coverage of entrepreneurs by training programs and improving competencies , assistance to domestic producers in concluding long-term contracts with national companies and system-forming enterprises and other measures .	0,83
ұлттық экономика вице-министрі ермек алпысов өзінің құттықтау сөзінде , эыдұ-ның экономикалық өсу мен адамдардың әлеуметтік игілігіне бағдарланған өңірлік саясатты белсенді түрде ілгерілетуде екенін атап өтті .	vice-minister of national economy yermek alpysov , in his welcoming speech , noted that the oecd is actively promoting regional policies focused on the economic growth and social well-being of people .	0,83
талқылау барысында тимур сүлейменов мемлекеттік сектордың азаматтық қоғаммен ашық және тиімді ынтымақтастығының маңыздылығын атап өтті .	during the conversation , timur suleimenov stressed the importance of open and effective cooperation of the public sector with civil society .	0,83
азаматтардың өтінішін тыңдаған соң , тимур сүлейменов барлық қойылған сауалдарға ұэм құзыреті шегінде түсінік берді және жан-жақты жауап қайтарды .	having heard the appeals of citizens , timur suleimenov gave explanations and exhaustive answers on all the questions that were received within the competence of the mne rk .	0,83
тексерулердің қолданыстағы жүйесінен айырмашылық әкімшілік іс қозғаусыз құқық бұзушылықтың алдын алу және ескерту болмақ , " - деді т.сүлейменов.	the difference from the current system of inspections will be the prevention and prevention of violations of law without instituting administrative proceedings , " said t. suleimenov .	0,83
біздің экономикалық бірлестіктің түрлі бағытындағы әріптестігіміз , ең бастысы , өзара тиімді сенімге негізделген .	our partnership in various areas of economic cooperation is based primarily on mutually beneficial trust .	0,83
руслан дәленовтың айтуынша , оның бұған дейін өткен шаралардан басты айырмашылығы - жаңа формат және жаһандық күн тәртібі .	as ruslan dalenov noted , the main difference from previous events is a new format and a global agenda .	0,83
ауыл шаруашылығы министрлігінің деректері бойынша , елімізде жыл басынан бері 138 мың тонна қант өндіріліп , 121 мың тоннасы импортталған .	according to the ministry of agriculture , 138,000 tons of sugar have been produced since the beginning of the year , 121,000 tons have been imported .	0,83
салықтық саясат тұтас алғанда айқын әрі түсінікті болады , " - деді дәленов .	the tax policy as a whole has become quite clear and predictable , " concluded ruslan dalenova .	0,83
түркілік кеңестің бас хатшысы багдад амреев модераторы болған жиын шеңберінде делегация басшылары түркі инвестициялық қорын құру туралы келісім жобасын , жақында құрылған түркі сауда-өнеркәсіптік палатасымен байланысты және басқа да мәселелерді қарастырды .	during the meeting , moderated by the secretary general of the turkic council baghdad amreev , the heads of delegations reviewed the draft agreement on the establishment of the turkic investment fund , issues related to the newly created turkic chamber of commerce and other issues .	0,83
экономикалық қызмет түрлері және атаулы жалақының мөлшері бойынша жеке кәсіптерді топтастыруы келесі сипатта көрінеді :	the grouping of individual professions by types of economic activity and the size of nominal wages is as follows :	0,83
біз алдымызға қойылған міндеттердің барлығын тиімді жүзеге асыруға ниеттіміз .	and we intend to ensure the effective execution of all the tasks assigned to us .	0,83
германдық тарап қабылданған құжатқа сәйкес , германия федеративтік республикасы аумағында бағдарламаны жүргізуге байланысты туындайтын барлық шығыстарды өз мойнына алуға әзір .	according to the adopted document , the german side is ready to bear all expenses arising in connection with the implementation of the program on the territory of the federal republic of germany .	0,83
дүниежүзілік банктің " doingbusiness " рейтингі әлемдегі мойындалған рейтингтердің бірі болып табылады .	the world bank 's doingbusiness rating is one of the recognized world rankings .	0,83
келіссөздер шеңберінде тараптар келісім жобасының жалпы және деңгейлес ережелерін талқылап , шетелдік жеткізушілердің отандық қызметтер нарығына қол жеткізуін , сондай-ақ инвестициялар және жеке тұлғалардың қозғалысы саласындағы заңнаманы реттеу бойынша пікір алмасты .	as part of the talks , the parties discussed the general and horizontal provisions of the draft agreement , exchanged views on regulating the access of foreign suppliers to domestic services markets , as well as the laws of both countries in the field of investment and the movement of individuals .	0,83
жұмыспен қамтылған халық арасындағы жалдамалы қызметкерлер саны аталған кезеңде 6,6 млн. адамды ( жұмыспен қамтылғандардың жалпы санынан 75,8 % ) құрады .	the number of employed population in the stated period was 6.6 million ( 75.8 % of the total employed population ) .	0,83
баға азық-түлік тауарларына ағымдағы жылғы үш айда ( 2018ж .	prices for food products for the three months of this year .	0,83
жоба бойынша әлеуметтік қолдау шараларын көрсету ауылдық елді мекендерде неғұрлым сұранысқа ие әлеуметтік сала және агроөнеркәсіптік кешен мамандарына арналған .	the provision of social support measures under the project is provided for social and agricultural specialists who are most in demand in rural areas .	0,83
тұрғындарды толғандырған мәселелердің қатарында электр энергиясы қызметі үшін өтемдік тарифтің алынып тасталуы , жеке сот орындаушылардан өндірілетін аукциондық алым , жалпы үйге арналған жылу қуатын есептеу құралын орнату , тұтынушылардың құқықтарын қорғау және басқа да мәселелер бар .	among the issues voiced by the population are the cancellation of the compensating tariff for electricity transmission services , the collection of an auction collection from private bailiffs , the installation of general household heat metering devices , the violation of consumer rights and more .	0,83
бұдан өзге , сараптамалық пікірталастың жоғары деңгейі белгіленеді .	in addition , a high level of expert discussion will be set .	0,83
конкурстың нәтижесі бойынша 1-орынды қоғаммен байланыс департаменті бақ-ты мониторингілеу және талдау басқармасының бас сарапшысы күлшат хамитова , 2-орынды халықаралық экономикалық интеграция департаменті бірыңғай экономикалық кеңістікті қалыптастыру мәселелері басқармасының сарапшысы айдана қалыбайқызы махамбетжан , 3-орынды өңірлік даму департаменті шағын және моноқалаларды дамыту басқармасының бас сарапшысы көпжан қазтұрғанұлы бозшағұлов иеленді .	according to the results of the competition , the 1st place was awarded to the chief expert of the monitoring and analysis of the media department of public relations khamitova kulshat , 2nd place to the expert of the office for the formation of the common economic space of the department of international economic integration mahambetzhan aidan , 3rd place to the main expert of the office of small and monotowns of the department of regional development bozshagulov kopzhan .	0,83
қазақстан республикасының ұлттық экономика министрлігіндегі кәсіпкерлік мәселелері жөніндегі сараптау тобының отырысында қайта ұйымдастырылған немесе атауы өзгерген субъектіге қатысты тексерулер жүргізу ( егер тексеру тексерулерді ерекше тәртіппен жүргізу кестесіне енгізілген болса ) , шағын кәсіпкерлік субъектілерінің жоғары қауіп-қатер дәрежесіндегі нысандарын құрылған күннен бастап ерекше тәртіппен тексеру кестесіне енгізу мәселесін қарастыру ( үш жыл ішінде тыйым салуды алып тастау ) , сондай-ақ , өрт қауіпсіздігі саласында қадағалау функцияларын беру мәселелері бойынша кәсіпкерлік кодекске түзету енгізуге қатысты адамдар жаппай жиналатын объектілердің қауіпсіздігін арттыру туралы ( идм , қм , іім , ұэм және ұб бекіткен ) жол картасындағы іс-шаралар қарастырылды .	at the meeting of the expert group on entrepreneurship , the ministry of national economy of the republic of kazakhstan discussed activities of the roadmap to improve the safety of facilities with a massive presence of people ( approved by the mid , mof , mia , mne and the national bank of kazakhstan ) regarding amendments to the entrepreneurial code inspections in relation to the reorganized or changed the name of the subject ( if the inspection is included in the schedule of inspections in a special order ) , the inclusion of objects is highly the degree of small businesses the risk of the formation of the schedule of inspections in a particular order ( except the ban for three years ) , as well as the empowerment of civil protection authorities supervisory functions in order to take rapid response to violations of fire safety requirements .	0,83
қазақстан әлемдегі түрлі сынақтарға төтеп беріп , қарқынды экономикалық даму жолына бет алды .	kazakhstan has overcome many of the global challenges and is entering a phase of intensive economic transformation .	0,83
бүгінде киберқауіпсіздік ұғымы тек ақпаратты ғана емес , сонымен қатар өндірістік және инфрақұрылымдық нысандарды басқару тетігін қорғау дегенді де білдіреді .	today , the notion of cyber security includes protecting not only information but also access to the management of production and infrastructure facilities .	0,83
пайызбен өсуі , төмендеуі	percentage increase , decrease	0,83
бағдарлама бұл мемлекеттердің өзара ынтымақтастықты тереңдетуіне жәрдем береді .	the program assists these countries in deepening their cooperation .	0,83
ал зерттеу үшін қосымша уақытты талап ететін мәселелерді министр жеке бақылауына алды және министрліктің сәйкес құрылымдық бөлімшелерінің басшыларына тапсырмалар берді .	questions requiring additional time for study , the minister took on personal control and gave instructions to the heads of the relevant structural units of the ministry .	0,84
министрлік кәсіпкерлік қызмет саласындағы заңнаманы жетілдіру мен халықаралық сарапшылардың ұсынымдары бойынша ауқымды жұмыс жүргізеді .	recall that the ministry is carrying out large-scale work to improve legislation in the field of business and the recommendations of international experts .	0,84
дегенмен , қазіргі таңда қазақстан республикасының заңнамасының нормалары мұндай бизнесті ашуға мүмкіндік бермейді , атап айтқанда , шешілмеген мәселе болып , белгілі бір аумаққа бекітілмей қаланың жылжу бағыттарында елді мекеннің әртүрлі нүктелерінде тұрғандығы болып табылады .	however , today the norms of the legislation of the republic of kazakhstan do not allow opening such a business , in particular , there remains an unresolved question of the need to approve routes for moving around the city for implementation at different points of the settlement without reference to a specific territory .	0,84
ақпарат 2018 жылғы 4 маусымдағы жағдай бойынша қазақстан республикасы әділет министрлігінің деректері негізінде дайындалған .	information was prepared on the basis of data from the ministry of justice of the republic of kazakhstan as of 04.06.2018 .	0,84
қол қойылған келісім эыдұ сарапшыларына көрсетілетін қызметтер мен лицензиялау саласындағы заңнамамызды зерделеуге , кездесетін кедергілерді анықтауға және қазақстанға нарықтың ашықтығы / жабықтағын әділ бағалауды көрсететін индексті иеленуге мүмкіндік береді .	the agreement will allow oecd experts to study our legislation in the field of services and licensing , identify existing barriers and assign kazakhstan an index reflecting an objective assessment of the openness / closeness of the market .	0,84
бірқатар қосымшалар ендігі жасалды , бірқатарын толықтыруды ұсынып отырмыз .	a number of stories are already contained , for others we have proposed to add .	0,84
ескерту : тамақ өнімдерінің бағасын тіркеу меншіктің барлық нысанындағы сауда кәсіпорындарының іріктеме желісі бойынша және қазақстанның ірі қалаларындағы қалалық базарларда жүзеге асырылады .	note : food prices are recorded through a sample network of trading enterprises of all forms of ownership and in urban markets in major cities of kazakhstan .	0,84
әлем чемпионатында қызметкеріміз руслан кенжебеков қазақстан туын желбіретті .	once again , thanks to our employee ruslan kenzhebekov , the kazakhstan flag has risen to the olympus .	0,84
т.сүлейменов сөзінің соңында эыдұ-ның шок-ты дамыту және иноовациялық жаңа компаниялардың қажетті еркіндік және мемлекеттік қолдау жағдайындағы жылдам дамуы үшін қолайлы , жайлы бизнес ортаны қалыптастыру саласындағы тәжірибе алмасу бойынша диалог ұйымдастыру мүмкіндігін ұсынғандығына ризашылық білдірді .	at the end of his speech t. suleimenov expressed his gratitude to the oecd in providing an opportunity to organize a dialogue on the exchange of experience in creating a comfortable business environment conducive to the development of smes and for the rapid growth of innovative young companies in the conditions of the necessary freedom and state support .	0,84
наурыздың соңынан бастап , әуе тасымалдаушы бұрынғы мерзімділікті , яғни аптасына екі дүркін сапарды қайта жалғастырмақ .	from the end of march , the airline will resume the same frequency , then 2 flights a week .	0,84
жаңадан тағайындалған вице-министрлер мәдина жүнісбекова мен дана жүнісова басшылыққа сенімі үшін алғыс айтты және ел дамуы жолында алда жемісті жұмыс жасауға әзірлігін білдірді .	the newly appointed vice-ministers madina zhunusbekova and dan zhunusova thanked the leadership for their confidence and expressed their readiness for further fruitful work for the benefit of the country 's development .	0,84
министр сондай-ақ еңбек нарығындағы жағдай бұрынғыдай қолайлы екендігіне сендірді .	the minister also assured that the situation on the labor market still remains favorable .	0,84
негізгі өсім ққс , шикі мұнайға салынатын экб , сондай-ақ салықтан тыс түсімдерден болмақ .	the main increase is expected for vat , for etp crude oil , as well as non-tax revenues .	0,84
ұлттық экономика вице-министрі серік жұманғариннің төрағалығымен табиғи монополияларды реттеу , бәсекелестікті және тұтынушылардың құқықтарын қорғау комитетінде ( бұдан әрі - комитет ) комитет пен оның аумақтық бөлімшелері басшыларының қатысуымен кеңес өткізілді .	chaired by the vice minister of national economy serik zhumangarin , the committee on the regulation of natural monopolies , protection of competition and consumer rights of the ministry of national economy of the republic of kazakhstan ( hereinafter the committee ) held a meeting with the participation of the committee 's leadership and its territorial divisions .	0,84
қоғамдық қабылдау бөлмелері облыс орталықтарында , астана , алматы мен шымкент қалаларында , сондай-ақ аудандық маңызы бар қалаларда өз қызметінің ашықтығын қамтамасыз ету және коммуналдық қызметтерге тарифтердің негізсіз өсуіне жол бермеу бойынша жүргізілетін жұмыс туралы жұртшылықты хабардар ету мақсатында ұйымдастырылды .	public receptions are organized in regional centers , in the cities of astana , almaty and shymkent , as well as in cities of regional significance in order to ensure the transparency of their activities and to inform the public about the work being done to prevent the unreasonable growth of utility tariffs .	0,84
елдегі атмосфералық ауаға ластаушы заттар шығарындыларының негізгі үлесі бұрынғыдай күкірт диоксидіне жөб ( қатты ) және көмертек тотығына келеді .	the main share of emissions of pollutants into the air in the country still accounts for sulfur dioxide , vhf ( solid ) and carbon monoxide .	0,84
едб-ға берілген қаражат мынадай мақсаттардағы басым жобаларды қаржыландыруға бағытталады :	the funds provided by the stb will be used to finance priority projects in the following areas :	0,84
ал , әдеп нормаларды сақтауға келсек , біріншіден , сіздер оны өздерінен бастау керексіндер .	as for the observance of ethical norms , first of all , you should start it from yourself .	0,84
" атамекен " ұлттық палатасының басқарма төрағасының орынбасары жүрсінов рустам ұлттық кәсіпкерлер палатасы қр үкіметінің кәсіпкерлік секторда жүргізген реформаларының толық құқылы қатысушысы болып табылатынын атап көрсете отырып , жүргізілген реформалардың бизнеске әсеріне өз бағасын берді .	deputy chairmn of board of the national board " atameken " rustam zhursunov has given his own opinion on impact of conducted reforms to the business and noted that national chamber of entrepreneurs is the full member of the reforms performed by rk government in the business sector .	0,84
экспорттаушылар мен инвестициялық жобалардың негізгі орталығы , қр және рф кәсіпкерлеріне ақпараттық-консультациялық көмек , пайдалы нормативтік-құқықтық база , рф-ның жосықсыз компаниялары мен кәсіпкерлерін анықтау мақсатымен контрагенттерді тексеру мүмкіндігі , қр мен рф-ның көрме-жәрмеңкелік қызметі туралы ақпарат , қазақстандағы туризм мен демалыс үшін тартымды орындар туралы мәлімет көзі .	the key advantages of the website of the trade representation of the republic of kazakhstan in the russian federation are customer focus , the current base of exporters and investment projects , information and consulting assistance to entrepreneurs of the republic of kazakhstan and the russian federation , a useful legal framework , the ability to check counterparties to identify dishonest companies and entrepreneurs of the russian federation , information on exhibition and fair activities of the republic of kazakhstan and russia , attractive places for tourism and recreation in kazakhstan .	0,84
қазақстан республикасы ұлттық экономика министрлігі ерікті өзін-өзі реттеу және брокерлер мен дилерлерді тауарлық биржаларда аккредиттеу жолымен тауарлық биржа саласындағы брокерлік және дилерлік қызметті лицензиялаудан алып тастауға реттеушілік әсерін талдау жүргізу мәселесі бойынша қоғамдық талқылау жүргізеді .	the ministry of national economy of the republic of kazakhstan holds a public discussion on the analysis of the regulatory impact on the abolition of licensing of brokerage and dealer activities in the field of commodity exchanges by introducing the institution of voluntary self-regulation and the accreditation of commodity exchanges by brokers and dealers .	0,84
министрлік тарапынан табиғи монополияларды реттеу , бәсекелестікті және тұтынушылар құқықтарын қорғау комитеті төрағасының орынбасары асан дарбаев , кәсіпкерлікті дамыту департаментінің директоры асланбек жақыпов , мемлекеттік басқару жүйесін дамыту департаменті директорының орынбасары асқарбек ертаев сөз сөйледі .	darbaev asan kobentayevich - deputy chairman of the committee on regulation of natural monopolies , protection of competition and consumer rights , dzhakupov aslanbek kuandykovich - director of the department of entrepreneurship development , ertayev askarbek maratovich - deputy director of the department of government management development of the mne rk .	0,84
* кәсіпкерлік қызметпен айналысатын шағын кәсіпорындарды есепке алусыз .	* excluding small businesses engaged in business activities .	0,84
келісімді бекіту туралы келіссөздер екі жыл бойы жүргізілді .	negotiations on the conclusion of the agreement were held within two years .	0,84
1993-1994 жылдары - " алма " фирмасының бас директоры .	from 1993 to 1994 - general director of the alma company .	0,84
1995-1996 жылдары - " алма " фирмасының бас директоры .	from 1995 to 1996 - general director of the alma company .	0,84
ақпарат 2018 жылғы 5 ақпандағы жағдай бойынша қазақстан республикасы әділет министрлігінің деректері негізінде дайындалған .	information was prepared on the basis of data from the ministry of justice of the republic of kazakhstan as of 05.02.2018 .	0,84
